,country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
184965,Singapore,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",36237.7,,conventional_crude_oil
184966,Singapore,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",35426.8,,conventional_crude_oil
184967,Singapore,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",31907.4,,conventional_crude_oil
184968,Singapore,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",26215.5,,conventional_crude_oil
184969,Singapore,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",40660.0,,conventional_crude_oil
184970,Singapore,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",40817.0,,conventional_crude_oil
184971,Singapore,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",41832.0,,conventional_crude_oil
184972,Singapore,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",44435.0,,conventional_crude_oil
184973,Singapore,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",52013.0,,conventional_crude_oil
184974,Singapore,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",55207.0,,conventional_crude_oil
184975,Singapore,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",55129.0,,conventional_crude_oil
184976,Singapore,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",51153.0,,conventional_crude_oil
184977,Singapore,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",55776.0,,conventional_crude_oil
184978,Singapore,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",52627.0,,conventional_crude_oil
184979,Singapore,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",48814.0,,conventional_crude_oil
184980,Singapore,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",47144.0,,conventional_crude_oil
184981,Singapore,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",45303.0,,conventional_crude_oil
184982,Slovakia,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",5220.0,,conventional_crude_oil
184983,Slovakia,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",5791.0,,conventional_crude_oil
184984,Slovakia,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",5399.0,,conventional_crude_oil
184985,Slovakia,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",5991.0,,conventional_crude_oil
184986,Slovakia,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",5453.0,,conventional_crude_oil
184987,Slovakia,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",5700.0,,conventional_crude_oil
184988,Slovakia,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",5847.0,,conventional_crude_oil
184989,Slovakia,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",5955.0,,conventional_crude_oil
184990,Slovakia,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",5641.0,,conventional_crude_oil
184991,Slovakia,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",5440.0,,conventional_crude_oil
184992,Slovakia,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",5713.0,,conventional_crude_oil
184993,Slovakia,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",5656.0,,conventional_crude_oil
184994,Slovakia,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",5617.0,,conventional_crude_oil
184995,Slovakia,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",5492.0,,conventional_crude_oil
184996,Slovakia,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",5442.0,,conventional_crude_oil
184997,Slovakia,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",5429.0,,conventional_crude_oil
184998,Slovakia,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",5450.0,,conventional_crude_oil
184999,Slovakia,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",5314.0,,conventional_crude_oil
185000,Slovakia,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",5252.0,,conventional_crude_oil
185001,Slovakia,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",5168.0,,conventional_crude_oil
185002,Slovakia,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",4809.0,,conventional_crude_oil
185003,Slovakia,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",4280.0,,conventional_crude_oil
185004,Slovakia,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",4377.0,,conventional_crude_oil
185005,Slovenia,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",0.0,,conventional_crude_oil
185006,Slovenia,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",0.0,,conventional_crude_oil
185007,Slovenia,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",98.0,,conventional_crude_oil
185008,Slovenia,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",266.0,,conventional_crude_oil
185009,Slovenia,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",242.0,,conventional_crude_oil
185010,Slovenia,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",534.0,,conventional_crude_oil
185011,Slovenia,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",455.0,,conventional_crude_oil
185012,Slovenia,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",517.0,,conventional_crude_oil
185013,Slovenia,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",328.0,,conventional_crude_oil
185014,Slovenia,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",484.0,,conventional_crude_oil
185015,Slovenia,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",501.0,,conventional_crude_oil
185016,Somalia,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",0.0,,conventional_crude_oil
185017,Somalia,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",0.0,,conventional_crude_oil
185018,Somalia,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",0.0,,conventional_crude_oil
185019,Somalia,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",0.0,,conventional_crude_oil
185020,Somalia,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",0.0,,conventional_crude_oil
185021,Somalia,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",0.0,,conventional_crude_oil
185022,Somalia,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",0.0,,conventional_crude_oil
185023,Somalia,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",0.0,,conventional_crude_oil
185024,Somalia,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",180.0,1.0,conventional_crude_oil
185025,Somalia,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",150.0,1.0,conventional_crude_oil
185026,Somalia,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",150.0,1.0,conventional_crude_oil
185027,Somalia,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",145.0,1.0,conventional_crude_oil
185028,Somalia,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",145.0,1.0,conventional_crude_oil
185029,Somalia,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",42.0,1.0,conventional_crude_oil
185030,Somalia,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",29.0,1.0,conventional_crude_oil
185031,Somalia,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",31.0,1.0,conventional_crude_oil
185032,Somalia,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",43.0,1.0,conventional_crude_oil
185033,Somalia,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",56.0,1.0,conventional_crude_oil
185034,Somalia,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",71.0,1.0,conventional_crude_oil
185035,Somalia,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",90.0,1.0,conventional_crude_oil
185036,Somalia,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",109.0,1.0,conventional_crude_oil
185037,Somalia,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",128.0,1.0,conventional_crude_oil
185038,Somalia,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",149.0,1.0,conventional_crude_oil
185039,Somalia,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",168.0,1.0,conventional_crude_oil
185040,Somalia,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",195.0,1.0,conventional_crude_oil
185041,South Africa,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",21991.0,,conventional_crude_oil
185042,South Africa,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",21792.0,,conventional_crude_oil
185043,South Africa,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",20534.0,,conventional_crude_oil
185044,South Africa,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",19142.0,,conventional_crude_oil
185045,South Africa,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",19538.0,,conventional_crude_oil
185046,South Africa,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",25025.0,,conventional_crude_oil
185047,South Africa,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",21055.0,,conventional_crude_oil
185048,South Africa,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",19042.0,,conventional_crude_oil
185049,South Africa,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",21227.0,,conventional_crude_oil
185050,South Africa,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",18096.0,,conventional_crude_oil
185051,South Africa,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",23589.0,,conventional_crude_oil
185052,South Africa,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",21360.0,,conventional_crude_oil
185053,South Africa,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",18790.0,,conventional_crude_oil
185054,South Africa,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",18001.0,,conventional_crude_oil
185055,South Africa,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",20173.0,,conventional_crude_oil
185056,South Africa,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",18356.0,,conventional_crude_oil
185057,South Africa,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",21014.0,,conventional_crude_oil
185058,South Africa,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",23144.0,,conventional_crude_oil
185059,South Africa,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",16804.0,,conventional_crude_oil
185060,South Africa,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",17325.0,,conventional_crude_oil
185061,South Africa,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",15895.0,,conventional_crude_oil
185062,South Africa,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",13055.0,,conventional_crude_oil
185063,South Africa,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",13650.0,,conventional_crude_oil
185064,South Africa,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",15800.0,1.0,conventional_crude_oil
185065,South Africa,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",15700.0,1.0,conventional_crude_oil
185066,South Sudan,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",15.0,,conventional_crude_oil
185067,South Sudan,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",16.0,,conventional_crude_oil
185068,South Sudan,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",0.0,,conventional_crude_oil
185069,Spain,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",59029.0,,conventional_crude_oil
185070,Spain,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",58154.0,,conventional_crude_oil
185071,Spain,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",59245.0,,conventional_crude_oil
185072,Spain,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",52328.0,,conventional_crude_oil
185073,Spain,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",52806.0,,conventional_crude_oil
185074,Spain,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",52663.0,,conventional_crude_oil
185075,Spain,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",58622.0,,conventional_crude_oil
185076,Spain,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",57716.0,,conventional_crude_oil
185077,Spain,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",60281.0,,conventional_crude_oil
185078,Spain,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",59510.0,,conventional_crude_oil
185079,Spain,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",59882.0,,conventional_crude_oil
185080,Spain,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",57231.0,,conventional_crude_oil
185081,Spain,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",56478.0,,conventional_crude_oil
185082,Spain,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",56361.0,,conventional_crude_oil
185083,Spain,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",57108.0,,conventional_crude_oil
185084,Spain,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",58808.0,,conventional_crude_oil
185085,Spain,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",59785.0,,conventional_crude_oil
185086,Spain,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",55544.0,,conventional_crude_oil
185087,Spain,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",54707.0,,conventional_crude_oil
185088,Spain,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",55269.0,,conventional_crude_oil
185089,Spain,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",54877.0,,conventional_crude_oil
185090,Spain,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",52016.0,,conventional_crude_oil
185091,Spain,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",54960.0,,conventional_crude_oil
185092,Spain,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",52820.0,,conventional_crude_oil
185093,Spain,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",50658.0,,conventional_crude_oil
185094,Sri Lanka,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",1976.93,,conventional_crude_oil
185095,Sri Lanka,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",1931.04,,conventional_crude_oil
185096,Sri Lanka,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",1626.0,,conventional_crude_oil
185097,Sri Lanka,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",2004.0,,conventional_crude_oil
185098,Sri Lanka,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",1753.0,,conventional_crude_oil
185099,Sri Lanka,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",2006.0,,conventional_crude_oil
185100,Sri Lanka,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",1870.0,,conventional_crude_oil
185101,Sri Lanka,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",1899.0,,conventional_crude_oil
185102,Sri Lanka,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",2140.0,,conventional_crude_oil
185103,Sri Lanka,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",1982.0,,conventional_crude_oil
185104,Sri Lanka,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",2226.0,,conventional_crude_oil
185105,Sri Lanka,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",2029.0,,conventional_crude_oil
185106,Sri Lanka,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",2226.0,,conventional_crude_oil
185107,Sri Lanka,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",2009.0,,conventional_crude_oil
185108,Sri Lanka,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",2280.0,,conventional_crude_oil
185109,Sri Lanka,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",1849.0,,conventional_crude_oil
185110,Sri Lanka,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",2114.0,,conventional_crude_oil
185111,Sri Lanka,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",1795.0,,conventional_crude_oil
185112,Sri Lanka,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",2055.0,,conventional_crude_oil
185113,Sri Lanka,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",1847.0,,conventional_crude_oil
185114,Sri Lanka,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",1992.0,,conventional_crude_oil
185115,Sri Lanka,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",1872.0,,conventional_crude_oil
185116,Sri Lanka,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",1329.0,,conventional_crude_oil
185117,Sri Lanka,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",1625.0,,conventional_crude_oil
185118,Sri Lanka,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",1737.0,,conventional_crude_oil
185119,Sudan,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",4212.0,,conventional_crude_oil
185120,Sudan,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",4009.0,,conventional_crude_oil
185121,Sudan,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",3802.0,,conventional_crude_oil
185122,Sudan (former),Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",4487.0,,conventional_crude_oil
185123,Sudan (former),Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",4989.0,,conventional_crude_oil
185124,Sudan (former),Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",5203.0,,conventional_crude_oil
185125,Sudan (former),Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",4707.0,,conventional_crude_oil
185126,Sudan (former),Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",5098.0,,conventional_crude_oil
185127,Sudan (former),Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",4680.0,,conventional_crude_oil
185128,Sudan (former),Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",3921.0,,conventional_crude_oil
185129,Sudan (former),Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",3874.0,,conventional_crude_oil
185130,Sudan (former),Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",3401.0,,conventional_crude_oil
185131,Sudan (former),Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",3089.0,,conventional_crude_oil
185132,Sudan (former),Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",2578.0,,conventional_crude_oil
185133,Sudan (former),Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",2102.0,,conventional_crude_oil
185134,Sudan (former),Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",455.0,,conventional_crude_oil
185135,Sudan (former),Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",587.0,,conventional_crude_oil
185136,Sudan (former),Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",978.0,,conventional_crude_oil
185137,Sudan (former),Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",726.0,,conventional_crude_oil
185138,Sudan (former),Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",713.0,,conventional_crude_oil
185139,Sudan (former),Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",612.0,,conventional_crude_oil
185140,Sudan (former),Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",320.0,,conventional_crude_oil
185141,Sudan (former),Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",722.0,,conventional_crude_oil
185142,Sudan (former),Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",1010.0,,conventional_crude_oil
185143,Sudan (former),Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",829.0,,conventional_crude_oil
185144,Suriname,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",935.7,,conventional_crude_oil
185145,Suriname,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",913.0,,conventional_crude_oil
185146,Suriname,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",929.0,,conventional_crude_oil
185147,Suriname,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",911.0,,conventional_crude_oil
185148,Suriname,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",881.0,,conventional_crude_oil
185149,Suriname,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",894.03299,,conventional_crude_oil
185150,Suriname,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",901.0359970000001,,conventional_crude_oil
185151,Suriname,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",830.031787,,conventional_crude_oil
185152,Suriname,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",733.0403,,conventional_crude_oil
185153,Suriname,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",669.0006,,conventional_crude_oil
185154,Suriname,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",627.0346,,conventional_crude_oil
185155,Suriname,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",656.054101,,conventional_crude_oil
185156,Suriname,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",687.0161009999999,,conventional_crude_oil
185157,Suriname,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",622.0,,conventional_crude_oil
185158,Suriname,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",543.0,,conventional_crude_oil
185159,Suriname,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",224.0,,conventional_crude_oil
185160,Suriname,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",222.0,,conventional_crude_oil
185161,Suriname,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",222.0,,conventional_crude_oil
185162,Suriname,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",222.0,,conventional_crude_oil
185163,Suriname,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",221.0,,conventional_crude_oil
185164,Suriname,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",219.0,,conventional_crude_oil
185165,Suriname,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",218.5,,conventional_crude_oil
185166,Suriname,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",216.0,,conventional_crude_oil
185167,Suriname,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",216.0,,conventional_crude_oil
185168,Suriname,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",148.0,,conventional_crude_oil
185169,Sweden,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",18839.0,,conventional_crude_oil
185170,Sweden,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",16494.0,,conventional_crude_oil
185171,Sweden,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",20791.0,,conventional_crude_oil
185172,Sweden,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",18675.0,,conventional_crude_oil
185173,Sweden,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",20061.0,,conventional_crude_oil
185174,Sweden,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",19327.0,,conventional_crude_oil
185175,Sweden,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",20613.0,,conventional_crude_oil
185176,Sweden,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",17958.0,,conventional_crude_oil
185177,Sweden,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",19893.0,,conventional_crude_oil
185178,Sweden,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",20009.0,,conventional_crude_oil
185179,Sweden,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",20766.0,,conventional_crude_oil
185180,Sweden,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",19922.0,,conventional_crude_oil
185181,Sweden,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",18927.0,,conventional_crude_oil
185182,Sweden,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",19677.0,,conventional_crude_oil
185183,Sweden,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",20558.0,,conventional_crude_oil
185184,Sweden,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",19558.0,,conventional_crude_oil
185185,Sweden,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",20031.0,,conventional_crude_oil
185186,Sweden,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",20199.0,,conventional_crude_oil
185187,Sweden,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",19390.0,,conventional_crude_oil
185188,Sweden,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",18199.0,,conventional_crude_oil
185189,Sweden,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",17568.0,,conventional_crude_oil
185190,Sweden,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",17876.0,,conventional_crude_oil
185191,Sweden,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",16795.0,,conventional_crude_oil
185192,Sweden,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",16356.0,,conventional_crude_oil
185193,Sweden,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",16888.0,,conventional_crude_oil
185194,Switzerland,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",4889.0,,conventional_crude_oil
185195,Switzerland,Conventional crude oil - total energy supply,2013,"Metric tons,  thousand",4846.0,,conventional_crude_oil
185196,Switzerland,Conventional crude oil - total energy supply,2012,"Metric tons,  thousand",3395.0,,conventional_crude_oil
185197,Switzerland,Conventional crude oil - total energy supply,2011,"Metric tons,  thousand",4346.0,,conventional_crude_oil
185198,Switzerland,Conventional crude oil - total energy supply,2010,"Metric tons,  thousand",4488.0,,conventional_crude_oil
185199,Switzerland,Conventional crude oil - total energy supply,2009,"Metric tons,  thousand",4745.0,,conventional_crude_oil
185200,Switzerland,Conventional crude oil - total energy supply,2008,"Metric tons,  thousand",5021.0,,conventional_crude_oil
185201,Switzerland,Conventional crude oil - total energy supply,2007,"Metric tons,  thousand",4674.0,,conventional_crude_oil
185202,Switzerland,Conventional crude oil - total energy supply,2006,"Metric tons,  thousand",5434.0,,conventional_crude_oil
185203,Switzerland,Conventional crude oil - total energy supply,2005,"Metric tons,  thousand",4779.0,,conventional_crude_oil
185204,Switzerland,Conventional crude oil - total energy supply,2004,"Metric tons,  thousand",5089.0,,conventional_crude_oil
185205,Switzerland,Conventional crude oil - total energy supply,2003,"Metric tons,  thousand",4500.0,,conventional_crude_oil
185206,Switzerland,Conventional crude oil - total energy supply,2002,"Metric tons,  thousand",4808.0,,conventional_crude_oil
185207,Switzerland,Conventional crude oil - total energy supply,2001,"Metric tons,  thousand",4727.0,,conventional_crude_oil
185208,Switzerland,Conventional crude oil - total energy supply,2000,"Metric tons,  thousand",4619.0,,conventional_crude_oil
185209,Switzerland,Conventional crude oil - total energy supply,1999,"Metric tons,  thousand",5070.0,,conventional_crude_oil
185210,Switzerland,Conventional crude oil - total energy supply,1998,"Metric tons,  thousand",4997.0,,conventional_crude_oil
185211,Switzerland,Conventional crude oil - total energy supply,1997,"Metric tons,  thousand",4874.0,,conventional_crude_oil
185212,Switzerland,Conventional crude oil - total energy supply,1996,"Metric tons,  thousand",5257.0,,conventional_crude_oil
185213,Switzerland,Conventional crude oil - total energy supply,1995,"Metric tons,  thousand",4560.0,,conventional_crude_oil
185214,Switzerland,Conventional crude oil - total energy supply,1994,"Metric tons,  thousand",4747.0,,conventional_crude_oil
185215,Switzerland,Conventional crude oil - total energy supply,1993,"Metric tons,  thousand",4524.0,,conventional_crude_oil
185216,Switzerland,Conventional crude oil - total energy supply,1992,"Metric tons,  thousand",4110.0,,conventional_crude_oil
185217,Switzerland,Conventional crude oil - total energy supply,1991,"Metric tons,  thousand",4564.0,,conventional_crude_oil
185218,Switzerland,Conventional crude oil - total energy supply,1990,"Metric tons,  thousand",2999.0,,conventional_crude_oil
185219,Syrian Arab Republic,Conventional crude oil - total energy supply,2014,"Metric tons,  thousand",5457.0,,conventional_crude_oil
